LIS_CTR,LIS_MAT,LIS_GPO
1620254C,87,D
14ISC195,87,D
14ISC077,87,D
14ISC137,87,D
14ISC174,87,D
14ISC139,87,D
14ISC092,87,D
14ISC100,87,D
14ISC085,87,D
14ISC193,87,D
14ISC155,87,D
14ISC080,87,D
13ISC187,87,D
14ISC102,87,D
1620193C,83,D
14ISC145,83,D
14ISC099,83,D
1720004,83,D
13ISC185,83,D
14ISC091,83,D
11ISC304,83,D
12ISC085,83,D
13ISC172,83,D
14ISC083,83,D
14ISC086,83,D
1720001,83,D
13ISC189,83,D
14ISC101,83,D
1620255,83,D
1620254C,83,D
14ISC195,83,D
14ISC077,83,D
14ISC137,83,D
14ISC174,83,D
14ISC139,83,D
14ISC157,83,D
14ISC092,83,D
13ISC157,83,D
14ISC100,83,D
14ISC085,83,D
14ISC193,83,D
14ISC084,83,D
14ISC155,83,D
14ISC080,83,D
14ISC074,83,D
1620233,83,D
14ISC102,83,D
1620001,83,D
13ISC181,82,D
1620193C,82,D
13ISC199,82,D
14ISC145,82,D
14ISC099,82,D
14ISC075,82,D
13ISC153,82,D
13ISC185,82,D
14ISC091,82,D
13ISC172,82,D
14ISC083,82,D
1620222C,82,D
14ISC086,82,D
1720001,82,D
13ISC183,82,D
14ISC101,82,D
1620255,82,D
14ISC097,82,D
1620254C,82,D
14ISC103,82,D
14ISC195,82,D
14ISC077,82,D
14ISC137,82,D
14ISC174,82,D
13ISC165,82,D
14ISC139,82,D
14ISC157,82,D
1620214,82,D
13ISC170,82,D
1620006,82,D
14ISC092,82,D
13ISC157,82,D
14ISC100,82,D
14ISC085,82,D
1620216,82,D
14ISC193,82,D
14ISC084,82,D
14ISC155,82,D
14ISC080,82,D
1620229,82,D
13ISC187,82,D
14ISC074,82,D
1620233,82,D
14ISC102,82,D
1620001,82,D
13ISC186,84,D
14ISC145,84,D
14ISC099,84,D
14ISC075,84,D
1720004,84,D
13ISC153,84,D
13ISC185,84,D
14ISC091,84,D
13ISC180,84,D
1620224,84,D
13ISC172,84,D
14ISC083,84,D
13ISC166,84,D
14ISC086,84,D
13ISC189,84,D
14ISC101,84,D
1620255,84,D
14ISC097,84,D
13ISC161,84,D
1620254C,84,D
14ISC103,84,D
14ISC195,84,D
14ISC077,84,D
14ISC137,84,D
14ISC174,84,D
13ISC165,84,D
14ISC139,84,D
14ISC157,84,D
13ISC222,84,D
14ISC092,84,D
13ISC157,84,D
14ISC100,84,D
14ISC085,84,D
14ISC193,84,D
14ISC084,84,D
14ISC155,84,D
14ISC080,84,D
13ISC187,84,D
14ISC074,84,D
1620233,84,D
14ISC102,84,D
1620193C,85,D
14ISC145,85,D
14ISC099,85,D
14ISC075,85,D
1720004,85,D
14ISC091,85,D
1620215,85,D
14ISC083,85,D
13ISC166,85,D
14ISC086,85,D
13ISC189,85,D
14ISC101,85,D
14ISC097,85,D
1620254C,85,D
14ISC103,85,D
14ISC195,85,D
14ISC077,85,D
14ISC137,85,D
14ISC174,85,D
13ISC165,85,D
14ISC139,85,D
14ISC157,85,D
13ISC222,85,D
14ISC092,85,D
14ISC100,85,D
14ISC085,85,D
14ISC193,85,D
14ISC084,85,D
14ISC155,85,D
14ISC080,85,D
13ISC187,85,D
14ISC074,85,D
14ISC102,85,D
1620193C,16,D
14ISC145,16,D
14ISC099,16,D
14ISC075,16,D
1720004,16,D
13ISC185,16,D
14ISC091,16,D
14ISC083,16,D
1620222C,16,D
14ISC086,16,D
1720001,16,D
14ISC101,16,D
1620254C,16,D
14ISC103,16,D
14ISC195,16,D
14ISC077,16,D
14ISC137,16,D
14ISC174,16,D
14ISC139,16,D
14ISC157,16,D
14ISC092,16,D
14ISC085,16,D
14ISC193,16,D
14ISC084,16,D
14ISC155,16,D
14ISC080,16,D
14ISC074,16,D
14ISC102,16,D
13ISC175,95,E
13ISC159,95,E
13ISC173,95,E
12ISC120,95,E
13ISC171,95,E
13ISC164,95,E
13ISC163,95,E
12ISC087,95,E
13ISC151,95,E
13ISC154,95,E
13ISC184,95,E
13ISC045,95,E
11ISC309,95,E
13ISC177,95,E
13ISC174,95,E
13ISC175,97,E
13ISC162,97,E
13ISC159,97,E
1620222,97,E
13ISC173,97,E
13ISC171,97,E
13ISC164,97,E
13ISC163,97,E
12ISC087,97,E
13ISC151,97,E
13ISC154,97,E
12ISC097,97,E
13ISC184,97,E
13ISC045,97,E
12ISC111,97,E
13ISC177,97,E
13ISC174,97,E
13ISC175,99,E
11ISC304,99,E
13ISC162,99,E
13ISC159,99,E
13ISC173,99,E
12ISC120,99,E
13ISC171,99,E
13ISC164,99,E
13ISC163,99,E
13ISC151,99,E
13ISC154,99,E
13ISC184,99,E
13ISC045,99,E
1620004,99,E
13ISC177,99,E
13ISC174,99,E
13ISC175,94,E
13ISC162,94,E
13ISC159,94,E
13ISC173,94,E
13ISC183,94,E
12ISC120,94,E
12ISC195,94,E
13ISC171,94,E
13ISC164,94,E
13ISC163,94,E
12ISC087,94,E
13ISC151,94,E
13ISC154,94,E
12ISC097,94,E
13ISC170,94,E
13ISC184,94,E
13ISC045,94,E
11ISC309,94,E
12ISC111,94,E
13ISC177,94,E
13ISC203,94,E
13ISC174,94,E
13ISC175,96,E
12ISC085,96,E
13ISC162,96,E
13ISC159,96,E
1620222,96,E
13ISC173,96,E
13ISC171,96,E
13ISC164,96,E
13ISC163,96,E
13ISC151,96,E
13ISC154,96,E
13ISC184,96,E
13ISC045,96,E
1620004,96,E
13ISC177,96,E
13ISC174,96,E
13ISC153,77,E
13ISC175,77,E
13ISC162,77,E
13ISC159,77,E
13ISC173,77,E
13ISC183,77,E
13ISC171,77,E
13ISC164,77,E
13ISC163,77,E
13ISC151,77,E
13ISC165,77,E
13ISC154,77,E
12ISC097,77,E
13ISC222,77,E
13ISC184,77,E
13ISC045,77,E
13ISC177,77,E
13ISC174,77,E
13ISC175,98,E
13ISC162,98,E
13ISC159,98,E
13ISC173,98,E
13ISC171,98,E
13ISC164,98,E
13ISC163,98,E
13ISC151,98,E
13ISC154,98,E
13ISC222,98,E
13ISC184,98,E
13ISC045,98,E
1620004,98,E
13ISC177,98,E
13ISC174,98,E
13ISC199,95,F
13ISC153,95,F
13ISC158,95,F
1620215C,95,F
1620224C,95,F
13ISC162,95,F
13ISC172,95,F
13ISC183,95,F
13ISC215,95,F
13ISC161,95,F
12ISC208,95,F
11ISC419,95,F
13ISC168,95,F
1620006,95,F
1620216C,95,F
12ISC092,95,F
1620002,95,F
1620003,95,F
1620229C,95,F
13ISC160,95,F
1620004,95,F
13ISC203,95,F
1620001,95,F
13ISC186,97,F
13ISC153,97,F
13ISC158,97,F
13ISC180,97,F
1620215C,97,F
11ISC304,97,F
1620224C,97,F
12ISC085,97,F
13ISC172,97,F
13ISC189,97,F
13ISC183,97,F
13ISC215,97,F
13ISC161,97,F
13ISC165,97,F
11ISC419,97,F
13ISC168,97,F
12ISC123,97,F
13ISC222,97,F
1620006,97,F
1620216C,97,F
12ISC092,97,F
1620229,97,F
13ISC160,97,F
13ISC187,97,F
1620001,97,F
13ISC186,99,F
13ISC199,99,F
13ISC158,99,F
1620215C,99,F
1620224C,99,F
13ISC166,99,F
13ISC215,99,F
13ISC168,99,F
12ISC123,99,F
13ISC222,99,F
1620214C,99,F
13ISC170,99,F
1620006,99,F
1620216C,99,F
1620229C,99,F
13ISC160,99,F
1620233C,99,F
13ISC203,99,F
1620001,99,F
13ISC186,94,F
13ISC199,94,F
13ISC158,94,F
1620215C,94,F
13ISC166,94,F
13ISC189,94,F
13ISC215,94,F
13ISC161,94,F
12ISC090,94,F
11ISC419,94,F
13ISC168,94,F
12ISC100,94,F
11ISC327,94,F
13ISC222,94,F
1620006,94,F
1620216C,94,F
12ISC092,94,F
1620002,94,F
1620229C,94,F
13ISC160,94,F
1620233C,94,F
11ISC388,94,F
1620001,94,F
13ISC186,96,F
13ISC158,96,F
1620215C,96,F
11ISC304,96,F
1620224C,96,F
13ISC215,96,F
12ISC120,96,F
13ISC168,96,F
12ISC123,96,F
1620214C,96,F
1620006,96,F
1620216C,96,F
1620229C,96,F
13ISC160,96,F
1620233C,96,F
1620001,96,F
13ISC158,77,F
13ISC180,77,F
1620224C,77,F
12ISC085,77,F
13ISC172,77,F
1620222,77,F
13ISC189,77,F
13ISC215,77,F
13ISC161,77,F
13ISC168,77,F
1620006,77,F
13ISC160,77,F
13ISC199,98,F
13ISC158,98,F
1620215C,98,F
11ISC304,98,F
1620224C,98,F
12ISC085,98,F
13ISC215,98,F
12ISC120,98,F
13ISC168,98,F
12ISC123,98,F
1620214C,98,F
1620006,98,F
1620216C,98,F
1620229C,98,F
13ISC160,98,F
1620233C,98,F
1620051,29,G
1520025,29,G
1620045,29,G
1620044,29,G
1620225,29,G
1620053,29,G
1520072,29,G
1520090,29,G
1620063,29,G
1520095,29,G
1620049,29,G
14ISC186,29,G
14ISC167,29,G
1520121,29,G
1620059,29,G
1520135,29,G
1620230,29,G
1520143,29,G
1720005,29,G
1620054,29,G
1620239,29,G
1520197,29,G
1620051,31,G
1520025,31,G
1620045,31,G
1620044,31,G
1620225,31,G
1620053,31,G
1520090,31,G
1620063,31,G
1620049,31,G
1520121,31,G
1620059,31,G
1520135,31,G
1620230,31,G
1720005,31,G
1620054,31,G
1620239,31,G
1520197,31,G
1620051,27,G
1620045,27,G
1620044,27,G
1620225,27,G
1620053,27,G
12IAD0227,27,G
1620063,27,G
1620049,27,G
14ISC186,27,G
14ISC167,27,G
1620059,27,G
1520135,27,G
1620230,27,G
1520143,27,G
1720005,27,G
1620054,27,G
1620239,27,G
1520197,27,G
1620051,33,G
1620045,33,G
1620044,33,G
1620225,33,G
1620053,33,G
1620063,33,G
1620049,33,G
14ISC186,33,G
14ISC167,33,G
1620059,33,G
1620230,33,G
1720005,33,G
1620054,33,G
1620239,33,G
1520197,33,G
1620051,28,G
1620045,28,G
1620044,28,G
1620225,28,G
1620053,28,G
12IAD0227,28,G
1620063,28,G
1520095,28,G
1620049,28,G
14ISC186,28,G
14ISC167,28,G
1620059,28,G
1520135,28,G
1620230,28,G
1720005,28,G
1620054,28,G
1620239,28,G
1520197,28,G
1620051,30,G
1620045,30,G
1620044,30,G
1620225,30,G
1620053,30,G
1620063,30,G
1620049,30,G
1620059,30,G
1620230,30,G
1520143,30,G
1720005,30,G
1620054,30,G
1620239,30,G
1520197,30,G
1620051,32,G
1620045,32,G
1620044,32,G
1620225,32,G
1620053,32,G
1620063,32,G
1620049,32,G
1620059,32,G
1620230,32,G
1720005,32,G
1620054,32,G
1620239,32,G
1520197,32,G
1620064,29,H
1520004,29,H
1620226,29,H
1620047,29,H
1620071,29,H
1620264,29,H
1620068,29,H
1620048,29,H
1620056,29,H
1620211,29,H
1620052,29,H
1620060,29,H
1620046,29,H
1620062,29,H
1620231,29,H
1620192,29,H
1520199,29,H
1620252,29,H
1620064,31,H
1620226,31,H
1620047,31,H
1620071,31,H
1620264,31,H
1620256,31,H
1620200,31,H
1620140,31,H
1620072,31,H
1620066,31,H
1620261,31,H
1620068,31,H
1620048,31,H
1620241,31,H
1620056,31,H
1620266,31,H
1620211,31,H
1620070,31,H
1620052,31,H
1620060,31,H
1620046,31,H
1620062,31,H
1620231,31,H
1620192,31,H
1620252,31,H
1620064,27,H
1620226,27,H
1620047,27,H
1620071,27,H
1620264,27,H
13IDC213,27,H
1620068,27,H
1620048,27,H
1620056,27,H
1620211,27,H
1620052,27,H
1620060,27,H
1620046,27,H
1620062,27,H
1620231,27,H
1620192,27,H
1620252,27,H
1620064,33,H
1620226,33,H
1620047,33,H
1620071,33,H
1620264,33,H
1620068,33,H
1620048,33,H
1620056,33,H
1620211,33,H
1620052,33,H
1620060,33,H
1620046,33,H
1620062,33,H
1620231,33,H
1620192,33,H
1520199,33,H
1620252,33,H
1620064,28,H
1620226,28,H
1620047,28,H
1620071,28,H
1620264,28,H
1620068,28,H
1620048,28,H
1620056,28,H
1620211,28,H
1620052,28,H
1520121,28,H
1620060,28,H
1620046,28,H
1620062,28,H
1620231,28,H
1620192,28,H
1620252,28,H
1620064,30,H
1620226,30,H
1620047,30,H
1620071,30,H
1620264,30,H
1620068,30,H
1620048,30,H
1620056,30,H
1620211,30,H
1620052,30,H
1620060,30,H
1620046,30,H
1620062,30,H
1620231,30,H
1620192,30,H
1520199,30,H
1620252,30,H
1620064,32,H
1620226,32,H
1620047,32,H
1620071,32,H
1620264,32,H
1620068,32,H
1620048,32,H
1620056,32,H
1620211,32,H
1620052,32,H
1620060,32,H
1620046,32,H
1620062,32,H
1620231,32,H
1620192,32,H
1620252,32,H
1520022,36,I
1520025,36,I
1520027,36,I
1520040,36,I
1520044,36,I
1520072,36,I
1520073,36,I
1520084,36,I
1520085,36,I
1520086,36,I
1520090,36,I
1520098,36,I
1520099,36,I
1520119,36,I
1520121,36,I
1520140,36,I
1520143,36,I
1520022,37,I
1520027,37,I
1520040,37,I
1520044,37,I
1520072,37,I
1520073,37,I
1520084,37,I
1520085,37,I
1520086,37,I
1520090,37,I
1520095,37,I
14ISC186,37,I
1520098,37,I
1520099,37,I
1520119,37,I
1520121,37,I
11IDC254,37,I
1520140,37,I
1520022,38,I
1520025,38,I
1520027,38,I
1520040,38,I
1520044,38,I
1520072,38,I
1520073,38,I
1520084,38,I
1520085,38,I
1520086,38,I
1520090,38,I
1520095,38,I
14ISC186,38,I
1520098,38,I
1520099,38,I
1520119,38,I
14ISC167,38,I
1520121,38,I
1520140,38,I
1520022,39,I
1520025,39,I
1520027,39,I
1520040,39,I
1520044,39,I
1520072,39,I
1520073,39,I
1520084,39,I
1520085,39,I
1520086,39,I
1520090,39,I
1520095,39,I
1520098,39,I
1520099,39,I
1520119,39,I
1520135,39,I
1520140,39,I
1520143,39,I
1520022,34,I
1520025,34,I
1520027,34,I
1520040,34,I
1520044,34,I
1520072,34,I
1520073,34,I
1520084,34,I
1520085,34,I
1520086,34,I
1520095,34,I
1520098,34,I
1520099,34,I
1520119,34,I
14ISC167,34,I
1520140,34,I
1520143,34,I
1520022,35,I
1520025,35,I
1520027,35,I
1520040,35,I
13IDC206,35,I
1520044,35,I
1520072,35,I
1520073,35,I
1520084,35,I
1520085,35,I
1520086,35,I
13IDC202,35,I
1520090,35,I
1520095,35,I
14ISC186,35,I
1520098,35,I
1520099,35,I
1520119,35,I
14ISC167,35,I
1520121,35,I
1520135,35,I
1520140,35,I
1520143,35,I
14IDC129,41,J
14IDC154,41,J
1520004,41,J
14IDC112,41,J
1520041,41,J
13IDC213,41,J
14IDC125,41,J
14IDC120,41,J
14IDC117,41,J
14IDC182,41,J
14IDC131,41,J
14IDC107,41,J
14IDC114,41,J
14IDC109,41,J
14IDC135,41,J
14IDC184,41,J
14IDC129,44,J
13IDC018,44,J
14IDC154,44,J
1520004,44,J
14IDC112,44,J
1520041,44,J
13IDC206,44,J
13IDC213,44,J
14IDC120,44,J
14IDC117,44,J
14IDC182,44,J
14IDC131,44,J
14IDC107,44,J
1320202,44,J
14IDC114,44,J
14IDC109,44,J
14IDC135,44,J
14IDC184,44,J
14IDC129,42,J
14IDC154,42,J
1520004,42,J
14IDC112,42,J
1520041,42,J
13IDC206,42,J
14IDC125,42,J
14IDC120,42,J
14IDC117,42,J
14IDC182,42,J
14IDC131,42,J
14IDC107,42,J
13IDC202,42,J
14IDC114,42,J
14IDC109,42,J
14IDC135,42,J
14IDC184,42,J
14IDC129,43,J
13IDC018,43,J
14IDC154,43,J
1520004,43,J
14IDC112,43,J
1520041,43,J
13IDC206,43,J
13IDC213,43,J
14IDC125,43,J
14IDC120,43,J
14IDC117,43,J
14IDC182,43,J
14IDC131,43,J
14IDC107,43,J
13IDC202,43,J
14IDC114,43,J
14IDC109,43,J
14IDC135,43,J
14IDC184,43,J
14IDC129,40,J
14IDC154,40,J
1520004,40,J
14IDC112,40,J
1520041,40,J
14IDC125,40,J
14IDC120,40,J
14IDC117,40,J
14IDC182,40,J
14IDC131,40,J
14IDC107,40,J
14IDC114,40,J
14IDC109,40,J
14IDC135,40,J
14IDC184,40,J
14IDC129,16,J
13IDC018,16,J
14IDC154,16,J
1520004,16,J
14IDC112,16,J
1520041,16,J
14IDC125,16,J
14IDC120,16,J
14IDC117,16,J
14IDC182,16,J
14IDC131,16,J
14IDC107,16,J
14IDC114,16,J
14IDC109,16,J
14IDC135,16,J
14IDC184,16,J
13IDC018,45,K
13IDC014,45,K
13IDC022,45,K
13IDC214,45,K
12IDC0077,45,K
13IDC002,45,K
13IDC010,45,K
13IDC011,45,K
13IDC016,45,K
13IDC025,45,K
13IDC005,45,K
13IDC027,45,K
13IDC020,45,K
13IDC023,45,K
13IDC220,45,K
13IDC003,45,K
13IDC026,45,K
13IDC001,45,K
12IDC0254,45,K
13IDC008,45,K
13IDC004,45,K
12IDC0074,45,K
12IDC00220,45,K
13IDC006,45,K
13IDC084,45,K
12IDC0075,45,K
13IDC014,48,K
13IDC022,48,K
13IDC214,48,K
12IDC0077,48,K
13IDC002,48,K
13IDC010,48,K
13IDC011,48,K
13IDC016,48,K
13IDC025,48,K
13IDC005,48,K
13IDC027,48,K
13IDC020,48,K
13IDC023,48,K
13IDC220,48,K
13IDC003,48,K
13IDC026,48,K
13IDC001,48,K
11IDC0254,48,K
13IDC008,48,K
13IDC004,48,K
12IDC0220,48,K
13IDC006,48,K
12IDC0047,48,K
13IDC084,48,K
12IDC0054,48,K
12IDC0075,48,K
13IDC014,49,K
13IDC022,49,K
13IDC214,49,K
12IDC0077,49,K
13IDC002,49,K
13IDC010,49,K
13IDC011,49,K
13IDC016,49,K
13IDC025,49,K
13IDC005,49,K
13IDC027,49,K
13IDC020,49,K
13IDC023,49,K
13IDC220,49,K
13IDC003,49,K
13IDC026,49,K
13IDC001,49,K
11IDC0254,49,K
13IDC008,49,K
13IDC004,49,K
12IDC0220,49,K
13IDC006,49,K
13IDC084,49,K
13IDC018,47,K
13IDC014,47,K
13IDC022,47,K
13IDC214,47,K
12IDC0077,47,K
13IDC002,47,K
13IDC010,47,K
13IDC011,47,K
13IDC016,47,K
13IDC025,47,K
13IDC005,47,K
13IDC027,47,K
13IDC020,47,K
13IDC023,47,K
13IDC220,47,K
13IDC003,47,K
13IDC026,47,K
13IDC001,47,K
11IDC0254,47,K
13IDC008,47,K
13IDC004,47,K
12IDC0074,47,K
12IDC0220,47,K
13IDC006,47,K
13IDC084,47,K
12IDC0054,47,K
13IDC014,46,K
13IDC022,46,K
13IDC214,46,K
12IDC0077,46,K
13IDC002,46,K
13IDC010,46,K
13IDC011,46,K
13IDC016,46,K
13IDC025,46,K
13IDC005,46,K
13IDC027,46,K
13IDC020,46,K
13IDC023,46,K
13IDC220,46,K
13IDC003,46,K
13IDC026,46,K
13IDC001,46,K
12IDC0254,46,K
13IDC008,46,K
13IDC004,46,K
12IDC0074,46,K
12IDC0220,46,K
13IDC006,46,K
13IDC084,46,K
13IDC018,50,K
13IDC014,50,K
13IDC022,50,K
13IDC214,50,K
12IDC0077,50,K
13IDC002,50,K
13IDC010,50,K
13IDC011,50,K
13IDC016,50,K
13IDC025,50,K
13IDC005,50,K
13IDC027,50,K
13IDC020,50,K
13IDC023,50,K
13IDC220,50,K
13IDC003,50,K
13IDC026,50,K
13IDC001,50,K
12IDC0254,50,K
13IDC008,50,K
13IDC004,50,K
12IDC0074,50,K
12IDC00220,50,K
13IDC006,50,K
13IDC084,50,K
12IDC0075,50,K
1620191,1,L
1520008,1,L
1620190,1,L
1620168,1,L
1620021,1,L
1620183,1,L
1520053,1,L
1520056,1,L
1520060,1,L
1620171,1,L
1620265,1,L
1620028,1,L
1520079,1,L
1620039,1,L
1620038,1,L
1620180,1,L
1620024,1,L
1620173,1,L
1520158,1,L
1520198,1,L
1620026,1,L
1620022,1,L
