LIS_CTR,LIS_MAT,LIS_GPO
1820071,74,C
1820092,74,C
1820211,74,C
1720112,74,C
1820133,74,C
1720194,74,C
1820074,74,C
1820015,74,C
1820094,74,C
1820077,74,C
1820168,74,C
1720156,74,C
1820079,74,C
1820217,74,C
1820087,74,C
1820159,74,C
1820076,74,C
1820057,74,C
1820190,74,C
1820058,74,C
1820089,74,C
1820075,74,C
1820134,75,C
1820106,75,C
1820053,75,C
1820062,75,C
1820047,75,C
1820073,75,C
1720121,75,C
1820071,75,C
1820092,75,C
1720191,75,C
1820211,75,C
1820133,75,C
1820074,75,C
1820015,75,C
1820094,75,C
1820077,75,C
1820079,75,C
1820217,75,C
1820087,75,C
1820159,75,C
1820076,75,C
1820057,75,C
1520181,75,C
1820058,75,C
1820089,75,C
1820075,75,C
1820134,76,C
1820106,76,C
1820053,76,C
1820062,76,C
1820047,76,C
1820073,76,C
1720121,76,C
1820071,76,C
1820092,76,C
1820211,76,C
1820133,76,C
1720194,76,C
1820074,76,C
1820015,76,C
1820094,76,C
1820077,76,C
1820168,76,C
1820079,76,C
1820217,76,C
1820087,76,C
1820159,76,C
1820076,76,C
1820057,76,C
1820190,76,C
1820058,76,C
1820089,76,C
1820075,76,C
1820134,53,C
1820106,53,C
1820086,53,C
1820053,53,C
1820062,53,C
1820047,53,C
1820073,53,C
1720121,53,C
1820071,53,C
1820092,53,C
1820211,53,C
1820133,53,C
1820074,53,C
1820015,53,C
1820094,53,C
1620142,53,C
1820077,53,C
1820168,53,C
1820079,53,C
1820217,53,C
1820087,53,C
1820159,53,C
1820076,53,C
1820057,53,C
1820190,53,C
1820058,53,C
1820089,53,C
1820075,53,C
1820134,77,C
1820106,77,C
1820086,77,C
1820053,77,C
1820062,77,C
1820047,77,C
1820073,77,C
1720225,77,C
1720121,77,C
1720104,77,C
1820071,77,C
1820092,77,C
1720191,77,C
1820211,77,C
1820133,77,C
1820074,77,C
1820015,77,C
1820094,77,C
1720131,77,C
1820077,77,C
1820168,77,C
1720156,77,C
1820079,77,C
1820217,77,C
1820087,77,C
1820159,77,C
1820076,77,C
1820057,77,C
1520181,77,C
1620251,77,C
1820190,77,C
1820058,77,C
1820089,77,C
1820075,77,C
1720154,78,D
1720153,78,D
1720133,78,D
1720134,78,D
1720095,78,D
1720161,78,D
1720093,78,D
1720112,78,D
1720098,78,D
1720096,78,D
1620158,78,D
1720155,78,D
1620249,78,D
1820168,78,D
1720171,78,D
1520186,78,D
1720136,78,D
1720154,79,D
1720153,79,D
1720133,79,D
1720134,79,D
1720225,79,D
1720095,79,D
1720104,79,D
1720161,79,D
1720093,79,D
1720191,79,D
1720178,79,D
1720112,79,D
1720098,79,D
1720096,79,D
1620158,79,D
1720155,79,D
1720131,79,D
1720156,79,D
1720171,79,D
1520178,79,D
1720136,79,D
1720154,80,D
1720153,80,D
1720133,80,D
1620128,80,D
1720134,80,D
1720225,80,D
1520071,80,D
1720095,80,D
1720104,80,D
1720161,80,D
1720093,80,D
1720112,80,D
1720098,80,D
1620220,80,D
1520116,80,D
1720096,80,D
1620158,80,D
1620152,80,D
1720155,80,D
1620142,80,D
1620249,80,D
1720131,80,D
1720156,80,D
1520167,80,D
1720171,80,D
1520186,80,D
1720136,80,D
1720154,81,D
1620130,81,D
1720153,81,D
1720133,81,D
1620128,81,D
1720134,81,D
1720225,81,D
1520071,81,D
1720095,81,D
1720104,81,D
1720161,81,D
1720093,81,D
1520109,81,D
1720112,81,D
1720194,81,D
1720098,81,D
1620220,81,D
1720096,81,D
1620217,81,D
1620158,81,D
1720155,81,D
1620142,81,D
1620249,81,D
1720131,81,D
1720156,81,D
1520167,81,D
1720171,81,D
1720136,81,D
1720154,82,D
1720153,82,D
1720133,82,D
1720225,82,D
1420128,82,D
1520071,82,D
1720095,82,D
1720104,82,D
1720161,82,D
1720178,82,D
1720098,82,D
1720096,82,D
1720155,82,D
1720131,82,D
1720113,82,D
1520167,82,D
1720136,82,D
1720179,83,D
1720100,83,D
1720089,83,D
1720120,83,D
1720159,83,D
1720091,83,D
1620146,83,D
1720215,83,D
1720132,83,D
1720119,83,D
1620132,83,D
1820007,83,D
1720122,83,D
1720108,83,D
1720125,83,D
1720087,83,D
1720097,83,D
1720195,83,D
1720092,83,D
1720187,83,D
1720094,83,D
1720113,83,D
1720165,83,D
1720101,83,D
1720110,83,D
1720167,83,D
1620203,83,D
1720211,83,D
1720154,84,D
1720153,84,D
1720133,84,D
1720134,84,D
1720225,84,D
1720095,84,D
1720104,84,D
1720161,84,D
1720093,84,D
1720191,84,D
1720178,84,D
1720112,84,D
1720194,84,D
1720098,84,D
1620220,84,D
1720096,84,D
1620158,84,D
1720155,84,D
1720131,84,D
1720156,84,D
1720171,84,D
1720136,84,D
1720179,78,E
1720100,78,E
1720089,78,E
1720120,78,E
1720091,78,E
1720215,78,E
1720132,78,E
1720119,78,E
1620132,78,E
1820007,78,E
1720122,78,E
1720108,78,E
1720125,78,E
1720087,78,E
1720097,78,E
1720195,78,E
1720092,78,E
1720187,78,E
1720094,78,E
1720113,78,E
1720165,78,E
1720101,78,E
1720110,78,E
1520175,78,E
1720167,78,E
1720211,78,E
1720179,79,E
1720100,79,E
1720089,79,E
1720120,79,E
1720159,79,E
1720091,79,E
1720215,79,E
1720132,79,E
1720119,79,E
1820007,79,E
1720122,79,E
1720108,79,E
1720125,79,E
1720087,79,E
1720097,79,E
1720195,79,E
1720092,79,E
1720187,79,E
1720094,79,E
1720113,79,E
1720165,79,E
1720101,79,E
1720110,79,E
1720167,79,E
1720130,79,E
1720211,79,E
1720179,80,E
1620148,80,E
1720100,80,E
1720089,80,E
1720120,80,E
1720159,80,E
1720091,80,E
1620159,80,E
1620146,80,E
1720215,80,E
1720132,80,E
1720119,80,E
1620132,80,E
1820007,80,E
1720122,80,E
1720108,80,E
1620202,80,E
1620207,80,E
1720125,80,E
1720087,80,E
1720097,80,E
1720195,80,E
1720092,80,E
1720187,80,E
1720094,80,E
1720113,80,E
1720165,80,E
1720101,80,E
1720110,80,E
1720167,80,E
1620203,80,E
1620210,80,E
1720211,80,E
1720179,81,E
1720100,81,E
1720089,81,E
1720120,81,E
1720159,81,E
1720091,81,E
1620154,81,E
1620156,81,E
1620146,81,E
1720215,81,E
1720132,81,E
1720119,81,E
1620132,81,E
1820007,81,E
1720122,81,E
1720108,81,E
1620207,81,E
1720125,81,E
1720087,81,E
1720097,81,E
1720195,81,E
1720092,81,E
1720187,81,E
1720094,81,E
1720165,81,E
1720101,81,E
1620247,81,E
1720110,81,E
1720167,81,E
1620203,81,E
1720211,81,E
1720179,82,E
1720100,82,E
1720089,82,E
1720134,82,E
1720120,82,E
1720159,82,E
1720091,82,E
1720215,82,E
1720132,82,E
1720119,82,E
1820007,82,E
1720122,82,E
1720108,82,E
1720093,82,E
1720125,82,E
1720087,82,E
1720097,82,E
1720195,82,E
1720092,82,E
1720187,82,E
1720094,82,E
1720165,82,E
1720101,82,E
1720110,82,E
1720171,82,E
1720167,82,E
1620203,82,E
1720130,82,E
1720211,82,E
1720179,83,E
1720100,83,E
1720089,83,E
1720120,83,E
1720159,83,E
1720091,83,E
1620146,83,E
1720215,83,E
1720132,83,E
1720119,83,E
1620132,83,E
1820007,83,E
1720122,83,E
1720108,83,E
1720125,83,E
1720087,83,E
1720097,83,E
1720195,83,E
1720092,83,E
1720187,83,E
1720094,83,E
1720113,83,E
1720165,83,E
1720101,83,E
1720110,83,E
1720167,83,E
1620203,83,E
1720211,83,E
1720154,84,E
1720153,84,E
1720133,84,E
1720134,84,E
1720225,84,E
1720095,84,E
1720104,84,E
1720161,84,E
1720093,84,E
1720191,84,E
1720178,84,E
1720112,84,E
1720194,84,E
1720098,84,E
1620220,84,E
1720096,84,E
1620158,84,E
1720155,84,E
1720131,84,E
1720156,84,E
1720171,84,E
1720136,84,E
1620148,85,F
1620150,85,F
1620157,85,F
1620138,85,F
1520023,85,F
1620196,85,F
1420128,85,F
1620154,85,F
1620159,85,F
1620156,85,F
1620149,85,F
1620134,85,F
1520113,85,F
1620202,85,F
1620219,85,F
1620247,85,F
1620147,85,F
1520181,85,F
1620210,85,F
1620251,85,F
1620143,85,F
1620142,85,F
1620247,85,F
1620147,85,F
1520167,85,F
1620203,85,F
1620210,85,F
1620251,85,F
1620143,85,F
1520186,85,F
1620148,86,F
1620150,86,F
1620157,86,F
1620138,86,F
1620128,86,F
1620196,86,F
1620154,86,F
1620159,86,F
1620156,86,F
1620146,86,F
1620149,86,F
1620132,86,F
1620134,86,F
1620220,86,F
1520113,86,F
1520116,86,F
1620202,86,F
1620207,86,F
1420179,86,F
1620152,86,F
1620219,86,F
1620142,86,F
1620247,86,F
1620147,86,F
1520167,86,F
1620203,86,F
1620210,86,F
1620251,86,F
1620143,86,F
1520186,86,F
1620150,56,F
1620157,56,F
1620138,56,F
1620045,56,F
1620128,56,F
1620196,56,F
1620154,56,F
1620156,56,F
1520071,56,F
1620149,56,F
1820002,56,F
1620134,56,F
1520091,56,F
1520096,56,F
1520095,56,F
1520113,56,F
1620202,56,F
1620207,56,F
1520122,56,F
1720147,56,F
1620219,56,F
1520139,56,F
1620062,56,F
1520146,56,F
1520159,56,F
1620247,56,F
1620147,56,F
1520178,56,F
1620210,56,F
1620143,56,F
1620148,87,F
1620150,87,F
1620157,87,F
1620138,87,F
1620196,87,F
1620154,87,F
1620159,87,F
1620156,87,F
1620146,87,F
1620149,87,F
1620132,87,F
1620134,87,F
1520116,87,F
1620202,87,F
1620207,87,F
1620152,87,F
1620219,87,F
1620142,87,F
1620247,87,F
1620147,87,F
1620203,87,F
1620210,87,F
1620251,87,F
1620143,87,F
1520186,87,F
1620150,13,F
1620157,13,F
1520015,13,F
1620138,13,F
1520017,13,F
1520019,13,F
1520023,13,F
1520053,13,F
1620196,13,F
1620154,13,F
1620156,13,F
1620149,13,F
1620134,13,F
1520091,13,F
1520113,13,F
1520116,13,F
1620202,13,F
1620207,13,F
1620158,13,F
1520122,13,F
1620152,13,F
1620219,13,F
1520139,13,F
1520146,13,F
1520159,13,F
1620247,13,F
1620147,13,F
1420130,13,F
1520178,13,F
1520181,13,F
1620210,13,F
1620143,13,F
1620150,88,F
1620157,88,F
1620138,88,F
1520023,88,F
1620128,88,F
1620196,88,F
1620154,88,F
1620156,88,F
1620149,88,F
1620134,88,F
1620202,88,F
1620207,88,F
1620152,88,F
1620219,88,F
1620247,88,F
1620147,88,F
1620210,88,F
1620251,88,F
1620143,88,F
1620118,85,G
1620130,85,G
1620236,85,G
1620126,85,G
1520029,85,G
1620145,85,G
1620155,85,G
1620246,85,G
1620160,85,G
1420136,85,G
1620115,85,G
1620114,85,G
1520071,85,G
1620161,85,G
1620122,85,G
1620153,85,G
1520109,85,G
1620220,85,G
1520116,85,G
1620217,85,G
1620158,85,G
1620152,85,G
1620133,85,G
1620162,85,G
1620116,85,G
1520167,85,G
1620131,85,G
1520186,85,G
1520193,85,G
1620113,85,G
1620166,85,G
1620164,85,G
1620118,86,G
1620130,86,G
1620236,86,G
1520023,86,G
1620126,86,G
1520029,86,G
1620145,86,G
1620155,86,G
1620246,86,G
1620160,86,G
1620115,86,G
1620114,86,G
1620161,86,G
1620122,86,G
1620153,86,G
1520109,86,G
1620217,86,G
1620133,86,G
1520134,86,G
1620162,86,G
1620116,86,G
1620131,86,G
1520193,86,G
1620113,86,G
1620166,86,G
1620164,86,G
1620118,56,G
1620130,56,G
1620236,56,G
1520023,56,G
1620126,56,G
1620145,56,G
1620155,56,G
1620246,56,G
1620160,56,G
1620115,56,G
1620114,56,G
1620146,56,G
1620161,56,G
1620122,56,G
1620132,56,G
1620153,56,G
1520109,56,G
1620220,56,G
1620217,56,G
1620152,56,G
1620133,56,G
1620162,56,G
1620116,56,G
1520181,56,G
1620251,56,G
1620131,56,G
1520186,56,G
1520193,56,G
1620113,56,G
1620166,56,G
1620164,56,G
1620118,87,G
1620130,87,G
1620236,87,G
1620126,87,G
1520029,87,G
1620145,87,G
1620155,87,G
1620246,87,G
1620160,87,G
1620115,87,G
1620114,87,G
1620161,87,G
1620122,87,G
1620153,87,G
1520109,87,G
1620217,87,G
1620133,87,G
1620162,87,G
1620116,87,G
1620131,87,G
1620113,87,G
1620166,87,G
1620164,87,G
1620118,13,G
1620148,13,G
1620130,13,G
1620236,13,G
1620126,13,G
1620145,13,G
1620155,13,G
1620128,13,G
1620246,13,G
1620160,13,G
1620115,13,G
1620114,13,G
1620159,13,G
1520071,13,G
1620161,13,G
1620122,13,G
1620132,13,G
1620153,13,G
1520109,13,G
1620220,13,G
1620217,13,G
1620133,13,G
1620142,13,G
1620162,13,G
1620116,13,G
1520167,13,G
1520175,13,G
1620131,13,G
1520186,13,G
1520193,13,G
1620113,13,G
1620166,13,G
1620164,13,G
1620118,88,G
1620148,88,G
1620130,88,G
1620236,88,G
1620126,88,G
1620145,88,G
1620155,88,G
1620246,88,G
1620160,88,G
1620115,88,G
1620114,88,G
1620159,88,G
1620161,88,G
1620122,88,G
1620153,88,G
1520109,88,G
1620217,88,G
1620133,88,G
1620142,88,G
1620162,88,G
1620116,88,G
1620131,88,G
1620113,88,G
1620166,88,G
1620164,88,G
1520001,89,H
1520002,89,H
1520005,89,H
1520026,89,H
1520029,89,H
1520043,89,H
1520049,89,H
1420136,89,H
1520059,89,H
1520103,89,H
1520104,89,H
1520110,89,H
1520115,89,H
1420179,89,H
1420016,89,H
1520137,89,H
1520142,89,H
1520156,89,H
1520162,89,H
1420130,89,H
1520196,89,H
1520188,89,H
1520193,89,H
1520001,90,H
1520002,90,H
1520005,90,H
1520026,90,H
1520043,90,H
1520049,90,H
1520059,90,H
1520103,90,H
1520104,90,H
1520110,90,H
1520115,90,H
1420016,90,H
1520137,90,H
1520142,90,H
1520156,90,H
1520162,90,H
1520196,90,H
1520188,90,H
1520001,91,H
1520002,91,H
1520005,91,H
1520026,91,H
1520029,91,H
1520043,91,H
1520049,91,H
1420136,91,H
1520059,91,H
1520071,91,H
1520103,91,H
1520104,91,H
1520110,91,H
1520113,91,H
1520115,91,H
1420014,91,H
1420016,91,H
1520137,91,H
1520142,91,H
1520156,91,H
1520162,91,H
1520167,91,H
1520181,91,H
1520196,91,H
1520188,91,H
1520193,91,H
1520001,92,H
1520002,92,H
1520005,92,H
1520026,92,H
1520043,92,H
1520049,92,H
1420136,92,H
1520059,92,H
1520103,92,H
1520104,92,H
1520110,92,H
1520115,92,H
1520116,92,H
1420179,92,H
1420016,92,H
1520137,92,H
1520142,92,H
1520156,92,H
1520162,92,H
1520196,92,H
1520188,92,H
1520193,92,H
1520001,93,H
1520002,93,H
1520005,93,H
1520026,93,H
1520029,93,H
1520043,93,H
1520049,93,H
1520059,93,H
1520103,93,H
1520104,93,H
1520110,93,H
1520115,93,H
1420016,93,H
1520137,93,H
1520142,93,H
1520156,93,H
1520162,93,H
1520196,93,H
1520188,93,H
1520001,94,H
1520002,94,H
1520005,94,H
1520026,94,H
1520043,94,H
1520049,94,H
1420136,94,H
1520059,94,H
1520103,94,H
1520104,94,H
1520110,94,H
1520115,94,H
1420014,94,H
1420016,94,H
1520137,94,H
1520142,94,H
1520156,94,H
1520162,94,H
1520196,94,H
1520188,94,H
1520009,89,I
1520015,89,I
1520016,89,I
1520017,89,I
1520018,89,I
1420025,89,I
1520057,89,I
1520061,89,I
1520065,89,I
1520077,89,I
1520081,89,I
1520091,89,I
1520096,89,I
1520122,89,I
1520127,89,I
1520134,89,I
1520146,89,I
1520159,89,I
1520160,89,I
1520166,89,I
1520173,89,I
1520174,89,I
1520185,89,I
1520009,90,I
1520015,90,I
1520016,90,I
1520017,90,I
1520018,90,I
1520057,90,I
1520061,90,I
1520065,90,I
1520077,90,I
1520081,90,I
1520091,90,I
1520096,90,I
1520113,90,I
1520122,90,I
1520127,90,I
1520134,90,I
1520146,90,I
1520159,90,I
1520160,90,I
1520166,90,I
1520173,90,I
1520174,90,I
1520178,90,I
1520009,91,I
1520015,91,I
1520016,91,I
1520017,91,I
1520018,91,I
1420025,91,I
1520057,91,I
1520061,91,I
1520065,91,I
1520077,91,I
1520081,91,I
1520091,91,I
1520122,91,I
1520127,91,I
1520134,91,I
1520146,91,I
1520160,91,I
1520166,91,I
1520173,91,I
1520174,91,I
1520178,91,I
1520185,91,I
1520009,92,I
1520015,92,I
1520016,92,I
1520017,92,I
1520018,92,I
1420025,92,I
1520057,92,I
1520061,92,I
1520065,92,I
1520077,92,I
1520081,92,I
1520091,92,I
1520096,92,I
1520113,92,I
1520122,92,I
1520127,92,I
1520134,92,I
1520146,92,I
1520159,92,I
1520160,92,I
1520166,92,I
1520173,92,I
1520174,92,I
1520178,92,I
1520185,92,I
1520009,93,I
1520015,93,I
1520016,93,I
1520017,93,I
1520018,93,I
1520057,93,I
1520061,93,I
1520065,93,I
1520077,93,I
1520081,93,I
1520096,93,I
1520127,93,I
1520134,93,I
1520160,93,I
1520166,93,I
1520173,93,I
1520174,93,I
1520185,93,I
1520009,94,I
1520015,94,I
1520016,94,I
1520017,94,I
1420025,94,I
1520057,94,I
1520061,94,I
1520065,94,I
1520077,94,I
1520081,94,I
1520091,94,I
1520096,94,I
1520113,94,I
1520122,94,I
1520127,94,I
1520146,94,I
1520159,94,I
1520160,94,I
1520166,94,I
1520173,94,I
1520174,94,I
1520178,94,I
1520185,94,I
1820198,50,J
1820019,50,J
1820090,50,J
1820037,50,J
1820152,50,J
1720172,50,J
1820024,50,J
1820156,50,J
1820213,50,J
1820014,50,J
1820032,50,J
1820096,50,J
1820097,50,J
1820154,50,J
1620069,50,J
1820031,50,J
1820195,50,J
1820017,50,J
1820208,50,J
1820030,50,J
1820091,50,J
1520089,50,J
1820145,50,J
1820027,50,J
1820026,50,J
1820161,50,J
1820020,50,J
1720016,50,J
1820021,50,J
1820018,50,J
1720218,50,J
1820025,50,J
1820072,50,J
1720174,50,J
1820160,50,J
1820167,50,J
1620084,50,J
1820016,50,J
1820034,50,J
1820023,50,J
1820198,51,J
1820019,51,J
1820037,51,J
1820152,51,J
1720172,51,J
1720220,51,J
1820024,51,J
1820156,51,J
1820213,51,J
1820014,51,J
1820032,51,J
1820096,51,J
1820097,51,J
1820154,51,J
1820031,51,J
1820195,51,J
1720224,51,J
1820017,51,J
1820208,51,J
1820030,51,J
1820091,51,J
1820027,51,J
1620106,51,J
1820026,51,J
1820161,51,J
1820020,51,J
1720016,51,J
1820021,51,J
1820018,51,J
1820025,51,J
1820072,51,J
1820160,51,J
1820167,51,J
1820016,51,J
1820034,51,J
1820023,51,J
1820198,52,J
1820019,52,J
1820090,52,J
1820037,52,J
1820152,52,J
1720172,52,J
1720220,52,J
1820024,52,J
1820156,52,J
1820213,52,J
1820014,52,J
1820032,52,J
1820096,52,J
1820097,52,J
1820154,52,J
1820031,52,J
1820195,52,J
1720224,52,J
1820017,52,J
1820208,52,J
1820030,52,J
1820091,52,J
1520089,52,J
1820145,52,J
1820027,52,J
1820026,52,J
1820161,52,J
1820020,52,J
1720016,52,J
1820021,52,J
1820018,52,J
1720218,52,J
1820025,52,J
1820072,52,J
1720174,52,J
1820160,52,J
1820167,52,J
1620084,52,J
1820016,52,J
1820034,52,J
1820023,52,J
1820198,53,J
1820019,53,J
1820090,53,J
1820037,53,J
1820152,53,J
1720172,53,J
1820024,53,J
1820156,53,J
1820213,53,J
1820014,53,J
1820032,53,J
1820096,53,J
1820097,53,J
1820154,53,J
1820031,53,J
1820195,53,J
1820017,53,J
1820208,53,J
1820013,53,J
1820030,53,J
1820091,53,J
1820145,53,J
1820027,53,J
1820026,53,J
1820161,53,J
1820020,53,J
1720016,53,J
1820021,53,J
1820018,53,J
1820025,53,J
1820072,53,J
1820160,53,J
1820167,53,J
1820016,53,J
1820034,53,J
1820023,53,J
1820198,54,J
1820019,54,J
1820037,54,J
1820152,54,J
1720220,54,J
1820024,54,J
1820014,54,J
1820032,54,J
1820096,54,J
1820097,54,J
1820031,54,J
1820195,54,J
1820017,54,J
1820208,54,J
1820030,54,J
1720164,54,J
1820091,54,J
1520089,54,J
1820145,54,J
1820027,54,J
1820026,54,J
1820020,54,J
1720016,54,J
1820021,54,J
1820018,54,J
1820025,54,J
1820072,54,J
1720174,54,J
1820160,54,J
1820167,54,J
1820016,54,J
1820034,54,J
1820023,54,J
1820198,1,J
1820019,1,J
1820037,1,J
1720073,1,J
1820152,1,J
1820024,1,J
1820156,1,J
1820213,1,J
1820014,1,J
1820032,1,J
1820096,1,J
1820097,1,J
1820154,1,J
1820031,1,J
1820195,1,J
1820017,1,J
1820208,1,J
1820030,1,J
1820091,1,J
1720162,1,J
1820145,1,J
1820027,1,J
1620106,1,J
1820026,1,J
1620086,1,J
1820161,1,J
1820020,1,J
1720016,1,J
1820021,1,J
1820018,1,J
1720023,1,J
1820025,1,J
1820072,1,J
1620076,1,J
1820160,1,J
1820167,1,J
1820016,1,J
1820034,1,J
1820023,1,J
1720022,55,K
1720064,55,K
1720017,55,K
1720027,55,K
1620016,55,K
1720025,55,K
1720045,55,K
1720006,55,K
1620073,55,K
1720029,55,K
1720049,55,K
1720026,55,K
1720062,55,K
1720065,55,K
1720217,55,K
1720127,55,K
1720163,55,K
1720038,55,K
1720200,55,K
1720148,55,K
1720028,55,K
1720022,56,K
1720064,56,K
1720017,56,K
1620023,56,K
1720027,56,K
1620016,56,K
1720025,56,K
1720045,56,K
1720006,56,K
1620073,56,K
1720029,56,K
1720049,56,K
1720026,56,K
1720062,56,K
1720162,56,K
1720065,56,K
1720217,56,K
1620206,56,K
1720127,56,K
1720163,56,K
1720038,56,K
1720200,56,K
1720148,56,K
1720028,56,K
1720022,57,K
1720064,57,K
1720017,57,K
1720027,57,K
1620016,57,K
1720025,57,K
1720006,57,K
1720029,57,K
1720049,57,K
1720026,57,K
1720062,57,K
1720162,57,K
1720065,57,K
1720217,57,K
1720127,57,K
1720163,57,K
1720038,57,K
1720200,57,K
1720148,57,K
1720028,57,K
1720022,58,K
1720064,58,K
1720017,58,K
1720027,58,K
1620016,58,K
1720025,58,K
1720045,58,K
1720006,58,K
