LIS_CTR,LIS_MAT,LIS_GPO
1820163,6,R
1820111,6,R
1820100,6,R
1820164,6,R
1820102,6,R
1820169,6,R
1820137,6,R
1820139,6,R
1820147,6,R
1820112,1,R
1820194,1,R
1820143,1,R
1820108,1,R
1820109,1,R
1820177,1,R
1820107,1,R
1820098,1,R
1820105,1,R
1820175,1,R
1820146,1,R
1820179,1,R
1820101,1,R
1820153,1,R
1820162,1,R
1820104,1,R
1820103,1,R
1820114,1,R
1820207,1,R
1820110,1,R
1820193,1,R
1820191,1,R
1820176,1,R
1820125,1,R
1820163,1,R
1820111,1,R
1820100,1,R
1820164,1,R
1820102,1,R
1820169,1,R
1820137,1,R
1820139,1,R
1620182,7,S
1720015,7,S
1720050,7,S
1720012,7,S
1620091,7,S
1720056,7,S
1720058,7,S
1720014,7,S
1720042,7,S
1720053,7,S
1720066,7,S
1720069,7,S
1620099,7,S
1720063,7,S
1720046,7,S
1720054,7,S
1720072,7,S
1720061,7,S
1820009,7,S
1720043,7,S
1720227,7,S
1620245,7,S
1720070,7,S
1720013,7,S
1720055,7,S
1620139,7,S
1720037,7,S
1720168,7,S
1620083,7,S
1720052,7,S
1620095,7,S
1620163,7,S
1720048,7,S
1720051,7,S
1720011,7,S
1620089,7,S
1620078,7,S
1720199,7,S
1520015,10,S
1720015,10,S
1720050,10,S
1720012,10,S
1720056,10,S
1720058,10,S
1720014,10,S
1720042,10,S
1720053,10,S
1720066,10,S
1720069,10,S
1720063,10,S
1720046,10,S
1720054,10,S
1720072,10,S
1820201,10,S
1720061,10,S
1720043,10,S
1720227,10,S
1720070,10,S
1720013,10,S
1720055,10,S
1720037,10,S
1720168,10,S
1720052,10,S
1720048,10,S
1720051,10,S
1720011,10,S
1520174,10,S
1720199,10,S
1720015,9,S
1720050,9,S
1720012,9,S
1720056,9,S
1720058,9,S
1720014,9,S
1720042,9,S
1720053,9,S
1720066,9,S
1720069,9,S
1720063,9,S
1720046,9,S
1720054,9,S
1720072,9,S
1720061,9,S
1720043,9,S
1720227,9,S
1720070,9,S
1720013,9,S
1720055,9,S
1720037,9,S
1720168,9,S
1720052,9,S
1620101,9,S
1720048,9,S
1720051,9,S
1720011,9,S
1720199,9,S
1720015,8,S
1720050,8,S
1720012,8,S
1620011,8,S
1620091,8,S
1720058,8,S
1720014,8,S
1720042,8,S
1720053,8,S
1720066,8,S
1620092,8,S
1720069,8,S
1620099,8,S
1620090,8,S
1720063,8,S
1720046,8,S
1720054,8,S
1720072,8,S
1720061,8,S
1720043,8,S
1620103,8,S
1720227,8,S
1720070,8,S
1720013,8,S
1720055,8,S
1620139,8,S
1720037,8,S
1720168,8,S
1620083,8,S
1720052,8,S
1620189,8,S
1620163,8,S
1720048,8,S
1720051,8,S
1720011,8,S
1620089,8,S
1520144,8,S
1620085,8,S
1820008,8,S
1720199,8,S
1620097,8,S
1620084,8,S
1520039,8,S
1620201,8,S
1720015,11,S
1720050,11,S
1720012,11,S
1520039,11,S
1720056,11,S
1720058,11,S
1720014,11,S
1720042,11,S
1720053,11,S
1720066,11,S
1720069,11,S
1720213,11,S
1720046,11,S
1620165,11,S
1720054,11,S
1720072,11,S
1820201,11,S
1720061,11,S
1720227,11,S
1720043,11,S
1620245,11,S
1720070,11,S
1720013,11,S
1720055,11,S
1720037,11,S
1720168,11,S
1720052,11,S
1620095,11,S
1620189,11,S
1720048,11,S
1720051,11,S
1720011,11,S
1520144,11,S
1620078,11,S
1720199,11,S
1720063,11,S
1720015,12,S
1720050,12,S
1720012,12,S
1720056,12,S
1720058,12,S
1720014,12,S
1720042,12,S
1720053,12,S
1720066,12,S
1620092,12,S
1720069,12,S
1720063,12,S
1720046,12,S
1720054,12,S
1720072,12,S
1820201,12,S
1720061,12,S
1720043,12,S
1720227,12,S
1620245,12,S
1720070,12,S
1720013,12,S
1720055,12,S
1720037,12,S
1720168,12,S
1620083,12,S
1720052,12,S
1620095,12,S
1620189,12,S
1720048,12,S
1720051,12,S
1720011,12,S
1620085,12,S
1620078,12,S
1620091,12,S
1720199,12,S
1620182,16,T
1620199,16,T
1620109,16,T
1620111,16,T
1620198,16,T
1620187,16,T
1720213,16,T
1620100,16,T
1620079,16,T
1620165,16,T
1620082,16,T
1620098,16,T
1620218,16,T
1620103,16,T
1620104,16,T
1620151,16,T
1620197,16,T
1620213,16,T
1620176,16,T
1620177,16,T
1620081,16,T
1520195,16,T
1820008,16,T
1520177,16,T
1620084,16,T
1620074,16,T
1620080,16,T
1620178,16,T
1620201,16,T
1620093,16,T
1620182,15,T
1620199,15,T
1620109,15,T
1620111,15,T
1620091,15,T
1620198,15,T
1620092,15,T
1620187,15,T
1620099,15,T
1620090,15,T
1620100,15,T
1620079,15,T
1620082,15,T
1620098,15,T
1620218,15,T
1620103,15,T
1620104,15,T
1620151,15,T
1620139,15,T
1620197,15,T
1620083,15,T
1620213,15,T
1620101,15,T
1620176,15,T
1620177,15,T
1620163,15,T
1620081,15,T
1620089,15,T
1820008,15,T
1620097,15,T
1520177,15,T
1620084,15,T
1620074,15,T
1620080,15,T
1620178,15,T
1620201,15,T
1620093,15,T
1320181,13,T
1620182,13,T
1620199,13,T
1620011,13,T
1620109,13,T
1620111,13,T
1620091,13,T
1620198,13,T
1620092,13,T
1620187,13,T
1620099,13,T
1620100,13,T
1620079,13,T
1620082,13,T
1620098,13,T
1620218,13,T
1620103,13,T
1620104,13,T
1620151,13,T
1620139,13,T
1520111,13,T
1620197,13,T
1620213,13,T
1620101,13,T
1620176,13,T
1620177,13,T
1620163,13,T
1620081,13,T
1620089,13,T
1620085,13,T
1620097,13,T
1520177,13,T
1620084,13,T
1620074,13,T
1620080,13,T
1620178,13,T
1620201,13,T
1620093,13,T
1520187,13,T
1520021,17,T
1620199,17,T
1620011,17,T
1620109,17,T
1620111,17,T
1520039,17,T
1620198,17,T
1620187,17,T
1720213,17,T
1420097,17,T
1620099,17,T
1620100,17,T
1620079,17,T
1620165,17,T
1620082,17,T
1620098,17,T
1620218,17,T
1620103,17,T
1620104,17,T
1520092,17,T
1620151,17,T
1520111,17,T
1620197,17,T
1620213,17,T
1620101,17,T
1620176,17,T
1620177,17,T
1620081,17,T
1620089,17,T
1520144,17,T
1520195,17,T
1520177,17,T
1620084,17,T
1620074,17,T
1620080,17,T
1620178,17,T
1620201,17,T
1620093,17,T
1620182,17,T
1620182,18,T
1620199,18,T
1620109,18,T
1620111,18,T
1520039,18,T
1620198,18,T
1620187,18,T
1620090,18,T
1620100,18,T
1620079,18,T
1620165,18,T
1620082,18,T
1620098,18,T
1620218,18,T
1620103,18,T
1620104,18,T
1520092,18,T
1620151,18,T
1620139,18,T
1620197,18,T
1620213,18,T
1620101,18,T
1620176,18,T
1620177,18,T
1620163,18,T
1620081,18,T
1620097,18,T
1520177,18,T
1520180,18,T
1620084,18,T
1620074,18,T
1620080,18,T
1620178,18,T
1620201,18,T
1620093,18,T
1520187,18,T
1620109,14,T
1620111,14,T
1620198,14,T
1620187,14,T
1620100,14,T
1620079,14,T
1620082,14,T
1820201,14,T
1520087,14,T
1620098,14,T
1620104,14,T
1620151,14,T
1520111,14,T
1620197,14,T
1620213,14,T
1620176,14,T
1620177,14,T
1620081,14,T
1520165,14,T
1520177,14,T
1520180,14,T
1620074,14,T
1620080,14,T
1620178,14,T
1620093,14,T
1620218,14,T
1420075,21,U
1720004,21,U
1820005,21,U
1520037,21,U
1320166,21,U
1520045,21,U
1820221,21,U
1820188,21,U
1720002,21,U
1520064,21,U
1420103,21,U
1520078,21,U
1520087,21,U
1420139,21,U
1420095,21,U
1520101,21,U
1620185,21,U
1520128,21,U
1520141,21,U
1820225,21,U
1520200,21,U
1320181,22,U
1720004,22,U
1320185,22,U
1520021,22,U
1820005,22,U
1520037,22,U
1520045,22,U
1820221,22,U
1820188,22,U
1720002,22,U
1720001,22,U
1520064,22,U
1820224,22,U
1420103,22,U
1520078,22,U
1420137,22,U
1520087,22,U
1420139,22,U
1420095,22,U
1520101,22,U
1620185,22,U
1520128,22,U
1320157,22,U
1520141,22,U
1820225,22,U
1820189,22,U
1420084,22,U
1520200,22,U
1520021,19,U
1820005,19,U
1320180,19,U
1620224,19,U
1520037,19,U
1520045,19,U
1820221,19,U
1720002,19,U
1720001,19,U
1520064,19,U
1820224,19,U
1420103,19,U
1520078,19,U
1520087,19,U
1420174,19,U
1420139,19,U
1420095,19,U
1520101,19,U
1620185,19,U
1520128,19,U
1520141,19,U
1820189,19,U
1620233,19,U
1520200,19,U
1420075,23,U
1720004,23,U
1520021,23,U
1820005,23,U
1520037,23,U
1320166,23,U
1520045,23,U
1820221,23,U
1820188,23,U
1720002,23,U
1720001,23,U
1520064,23,U
1420097,23,U
1820224,23,U
1520078,23,U
1520087,23,U
1820009,23,U
1420139,23,U
1520101,23,U
1620185,23,U
1420092,23,U
1520128,23,U
1520141,23,U
1820225,23,U
1820189,23,U
1520165,23,U
1520200,20,U
1320186,20,U
1420075,20,U
1520021,20,U
1820005,20,U
1320180,20,U
1520037,20,U
1320166,20,U
1520045,20,U
1820221,20,U
1820188,20,U
1720002,20,U
1720001,20,U
1520064,20,U
1420097,20,U
1820224,20,U
1520078,20,U
1520087,20,U
1420139,20,U
1420095,20,U
1520101,20,U
1520111,20,U
1620185,20,U
1520128,20,U
1520141,20,U
1820225,20,U
1820189,20,U
1520195,20,U
1520165,20,U
1520200,20,U
1320181,24,U
1720004,24,U
1520021,24,U
1820005,24,U
1320180,24,U
1520037,24,U
1520045,24,U
1820221,24,U
1720002,24,U
1520064,24,U
1420097,24,U
1820224,24,U
1420103,24,U
1520078,24,U
1520087,24,U
1420139,24,U
1420095,24,U
1520101,24,U
1520111,24,U
1620185,24,U
1520128,24,U
1520141,24,U
1820225,24,U
1820189,24,U
1520195,24,U
1520165,24,U
1520180,24,U
1520187,24,U
1520200,24,U
1320186,25,U
1320199,25,U
1420075,25,U
1720004,25,U
1520021,25,U
1820005,25,U
1520037,25,U
1320166,25,U
1520045,25,U
1820221,25,U
1820188,25,U
1720002,25,U
1720001,25,U
1520064,25,U
1420097,25,U
1820224,25,U
1420103,25,U
1520078,25,U
1820009,25,U
1420139,25,U
1420095,25,U
1520101,25,U
1620185,25,U
1520128,25,U
1520141,25,U
1820225,25,U
1820189,25,U
1520195,25,U
1520165,25,U
1520200,25,U
1820198,3,I
1820019,3,I
1820090,3,I
1820037,3,I
1820152,3,I
1820022,3,I
1820024,3,I
1820156,3,I
1820213,3,I
1720214,3,I
1820014,3,I
1820032,3,I
1820096,3,I
1820097,3,I
1820082,3,I
1820154,3,I
1820031,3,I
1820195,3,I
1820028,3,I
1820017,3,I
1820208,3,I
1820030,3,I
1720164,3,I
1820091,3,I
1820145,3,I
1820027,3,I
1820026,3,I
1820161,3,I
1820020,3,I
1820021,3,I
1820018,3,I
1820214,3,I
1820025,3,I
1820072,3,I
1820160,3,I
1820167,3,I
1820016,3,I
1820033,3,I
1820034,3,I
1720036,3,I
1820124,3,I
1820023,3,I
1820198,50,I
1820019,50,I
1820090,50,I
1820037,50,I
1820152,50,I
1720220,50,I
1820022,50,I
1820024,50,I
1820156,50,I
1820213,50,I
1820014,50,I
1820032,50,I
1820096,50,I
1820097,50,I
1820082,50,I
1820154,50,I
1820031,50,I
1820195,50,I
1820028,50,I
1820017,50,I
1820208,50,I
1820030,50,I
1820091,50,I
1820145,50,I
1820027,50,I
1620106,50,I
1820026,50,I
1820161,50,I
1820020,50,I
1820021,50,I
1820018,50,I
1820214,50,I
1820025,50,I
1820072,50,I
1720174,50,I
1820160,50,I
1820167,50,I
1820016,50,I
1820033,50,I
1820034,50,I
1720036,50,I
1820124,50,I
1820023,50,I
1820198,48,I
1820019,48,I
1820090,48,I
1820037,48,I
1820152,48,I
1720220,48,I
1820022,48,I
1820024,48,I
1820156,48,I
1820213,48,I
1820014,48,I
1820032,48,I
1820096,48,I
1820097,48,I
1820082,48,I
1820154,48,I
1820031,48,I
1820195,48,I
1820028,48,I
1820017,48,I
1820208,48,I
1820030,48,I
1820091,48,I
1820145,48,I
1820027,48,I
1620106,48,I
1820026,48,I
1820161,48,I
1820020,48,I
1820021,48,I
1820018,48,I
1820214,48,I
1820025,48,I
1820072,48,I
1820160,48,I
1820167,48,I
1820016,48,I
1820033,48,I
1820034,48,I
1720036,48,I
1820124,48,I
1820023,48,I
1820198,51,I
1820019,51,I
1820090,51,I
1820037,51,I
1820152,51,I
1820022,51,I
1820024,51,I
1820156,51,I
1820213,51,I
1820014,51,I
1820032,51,I
1820096,51,I
1820097,51,I
1820082,51,I
1820154,51,I
1820031,51,I
1820195,51,I
1820028,51,I
1820017,51,I
1820208,51,I
1820030,51,I
1820091,51,I
1820145,51,I
1820027,51,I
1620106,51,I
1820026,51,I
1820161,51,I
1820020,51,I
1820021,51,I
1820214,51,I
1720023,51,I
1820025,51,I
1720226,51,I
1820072,51,I
1820160,51,I
1820167,51,I
1820016,51,I
1820033,51,I
1820034,51,I
1720036,51,I
1820124,51,I
1820023,51,I
1820018,51,I
1820198,49,I
1820019,49,I
1820090,49,I
1820037,49,I
1820152,49,I
1720220,49,I
1820022,49,I
1820024,49,I
1820156,49,I
1820213,49,I
1820014,49,I
1820032,49,I
1820096,49,I
1820097,49,I
1820082,49,I
1820154,49,I
1820031,49,I
1820195,49,I
1820028,49,I
1820017,49,I
1820208,49,I
1820030,49,I
1820091,49,I
1820145,49,I
1820027,49,I
1620106,49,I
1820026,49,I
1820161,49,I
1820020,49,I
1820021,49,I
1820018,49,I
1820214,49,I
1820025,49,I
1820072,49,I
1820160,49,I
1820167,49,I
1820016,49,I
1820033,49,I
1820034,49,I
1720036,49,I
1820124,49,I
1820023,49,I
1820198,5,I
1820019,5,I
1820090,5,I
1820037,5,I
1820152,5,I
1820022,5,I
1820024,5,I
1820156,5,I
1820213,5,I
1820014,5,I
1820032,5,I
1820096,5,I
1820097,5,I
1820082,5,I
1820154,5,I
1820031,5,I
1820195,5,I
1820028,5,I
1820017,5,I
1820208,5,I
1820030,5,I
1820091,5,I
1820145,5,I
1820027,5,I
1820026,5,I
1820161,5,I
1820020,5,I
1820021,5,I
1820018,5,I
1820214,5,I
1820025,5,I
1820072,5,I
1820160,5,I
1820167,5,I
1820016,5,I
1820033,5,I
1820034,5,I
1720036,5,I
1820124,5,I
1820023,5,I
1720022,28,J
1720064,28,J
1720017,28,J
1720027,28,J
1720025,28,J
1720172,28,J
1720045,28,J
1720006,28,J
1620069,28,J
1720029,28,J
1720049,28,J
1720034,28,J
1720062,28,J
1720162,28,J
1720065,28,J
1720217,28,J
1720031,28,J
1720127,28,J
1720038,28,J
1720200,28,J
1720024,28,J
1720028,28,J
1720057,54,J
1720021,54,J
1720166,54,J
1720020,54,J
1720073,54,J
1620016,54,J
1720220,54,J
1720047,54,J
1720030,54,J
1720203,54,J
1620069,54,J
1720007,54,J
1720026,54,J
1720164,54,J
1720009,54,J
1620106,54,J
1720008,54,J
1720103,54,J
1720218,54,J
1720023,54,J
1720226,54,J
1720163,54,J
1720117,54,J
1720148,54,J
1720210,54,J
1620191,56,J
1720022,56,J
1720064,56,J
1720017,56,J
1620023,56,J
1720027,56,J
1720025,56,J
1720172,56,J
1620263,56,J
1720045,56,J
1720006,56,J
1720029,56,J
1720049,56,J
1720034,56,J
1720062,56,J
1720162,56,J
1720065,56,J
1720217,56,J
1720031,56,J
1620027,56,J
1720127,56,J
1720038,56,J
1720200,56,J
1720024,56,J
1720028,56,J
1720022,53,J
1720064,53,J
1720017,53,J
1620023,53,J
1720027,53,J
1720025,53,J
1720172,53,J
1620263,53,J
1720045,53,J
1720006,53,J
1720029,53,J
1720049,53,J
1720034,53,J
1720062,53,J
1720162,53,J
1720065,53,J
1720217,53,J
1720031,53,J
1620027,53,J
1720127,53,J
1720038,53,J
1720200,53,J
1720024,53,J
1620031,53,J
1720028,53,J
1720022,52,J
1720064,52,J
1720017,52,J
1720027,52,J
1720025,52,J
1720172,52,J
1720045,52,J
1720006,52,J
1720029,52,J
1720049,52,J
1720034,52,J
1720062,52,J
1720162,52,J
1720065,52,J
1720217,52,J
1720031,52,J
1720127,52,J
1720038,52,J
1720200,52,J
1720024,52,J
1720028,52,J
1720022,55,J
1720064,55,J
1720017,55,J
1720027,55,J
1720025,55,J
1720172,55,J
1720045,55,J
1720006,55,J
1820222,55,J
1720029,55,J
1720049,55,J
1720034,55,J
1720062,55,J
1720162,55,J
1720065,55,J
1720217,55,J
1720031,55,J
1720127,55,J
1720038,55,J
1720200,55,J
1720174,55,J
1720024,55,J
1720028,55,J
1720057,28,K
1720021,28,K
1720166,28,K
1720020,28,K
1720073,28,K
1620016,28,K
1720047,28,K
1720030,28,K
1720203,28,K
1720007,28,K
1720026,28,K
1720164,28,K
1720009,28,K
1720008,28,K
1720103,28,K
1720163,28,K
1720117,28,K
1720148,28,K
1720022,54,K
1720064,54,K
1720017,54,K
1720025,54,K
1720172,54,K
1720045,54,K
1720006,54,K
1820222,54,K
1720029,54,K
1720049,54,K
1720034,54,K
1720062,54,K
1720162,54,K
1720065,54,K
1720217,54,K
1720031,54,K
1720127,54,K
1720038,54,K
1720200,54,K
1720174,54,K
1720024,54,K
1720028,54,K
1720027,54,K
1720057,56,K
1720021,56,K
1720166,56,K
1720020,56,K
1720073,56,K
1620016,56,K
1720047,56,K
1620017,56,K
1720030,56,K
1720203,56,K
1620073,56,K
1720007,56,K
1720026,56,K
1620067,56,K
1620243,56,K
1720164,56,K
1720009,56,K
1720008,56,K
1720103,56,K
1720023,56,K
1720226,56,K
1720163,56,K
1720117,56,K
1720148,56,K
1720210,56,K
1720057,53,K
1720021,53,K
1720166,53,K
1720020,53,K
1720073,53,K
1620016,53,K
1720047,53,K
1620017,53,K
1720030,53,K
1720203,53,K
1720007,53,K
1720026,53,K
1620067,53,K
1620243,53,K
1720009,53,K
1720008,53,K
1720103,53,K
1720023,53,K
1720226,53,K
1720163,53,K
1720117,53,K
1720148,53,K
1720210,53,K
1620191,52,K
1720057,52,K
1720021,52,K
1720166,52,K
1720020,52,K
1720073,52,K
1620016,52,K
1720047,52,K
1620017,52,K
1720030,52,K
1720203,52,K
1820222,52,K
1620069,52,K
1720007,52,K
1720026,52,K
1620067,52,K
1720009,52,K
1720008,52,K
1720103,52,K
1720218,52,K
1720023,52,K
1720226,52,K
1720163,52,K
1720117,52,K
1720174,52,K
1720148,52,K
1720210,52,K
1720057,55,K
1720021,55,K
1720166,55,K
1720020,55,K
1720073,55,K
1620016,55,K
1720047,55,K
1720030,55,K
1720203,55,K
1720007,55,K
1720026,55,K
1720164,55,K
1720009,55,K
1720008,55,K
1720103,55,K
1720218,55,K
1720023,55,K
1720226,55,K
1720163,55,K
1720117,55,K
1720148,55,K
1720210,55,K
1620041,55,K
1520019,60,L
1620190,60,L
1620168,60,L
1620021,60,L
1620244,60,L
1520053,60,L
1520056,60,L
1620025,60,L
1620020,60,L
1520068,60,L
1620073,60,L
1620171,60,L
1620028,60,L
1520079,60,L
1620243,60,L
1620039,60,L
1620033,60,L
1620013,60,L
1620019,60,L
1620086,60,L
1620206,60,L
1620038,60,L
1620014,60,L
1620180,60,L
1620024,60,L
1620195,60,L
1620173,60,L
1620037,60,L
1520198,60,L
1620026,60,L
1620076,60,L
1620036,60,L
1620023,61,L
1620190,61,L
1620168,61,L
1620263,61,L
1620021,61,L
1620244,61,L
1520053,61,L
1620025,61,L
1620020,61,L
1620073,61,L
1620171,61,L
1620028,61,L
1620039,61,L
1620033,61,L
1620013,61,L
1620019,61,L
1620086,61,L
1620206,61,L
1620038,61,L
1620014,61,L
1620180,61,L
1620024,61,L
1620195,61,L
1620173,61,L
1620027,61,L
1620037,61,L
1620026,61,L
1620076,61,L
1620036,61,L
1620031,61,L
1520019,62,L
1620023,62,L
1620190,62,L
1620041,62,L
1520030,62,L
1620168,62,L
1620263,62,L
1620021,62,L
1620244,62,L
1620017,62,L
1520053,62,L
1520058,62,L
1620025,62,L
1620020,62,L
1620073,62,L
1620171,62,L
1620028,62,L
1620067,62,L
1620243,62,L
1620039,62,L
1620033,62,L
1620013,62,L
1620019,62,L
1620086,62,L
1520108,62,L
1620206,62,L
1620038,62,L
1620014,62,L
1620180,62,L
1620024,62,L
1620195,62,L
1620173,62,L
1620027,62,L
1620037,62,L
1620026,62,L
1620076,62,L
1620036,62,L
1620031,62,L
1420062,62,L
1620023,59,L
1620190,59,L
1620041,59,L
1620168,59,L
1620263,59,L
1620021,59,L
1620244,59,L
1620017,59,L
1620025,59,L
1620020,59,L
1620073,59,L
1620171,59,L
1820222,59,L
1620069,59,L
1620028,59,L
1720224,59,L
1620067,59,L
1620243,59,L
1620039,59,L
1620033,59,L
1620013,59,L
1620019,59,L
1620086,59,L
1620206,59,L
1620038,59,L
1620014,59,L
1620180,59,L
1620024,59,L
1620195,59,L
1620173,59,L
1620027,59,L
1620037,59,L
1620026,59,L
1620076,59,L
1620036,59,L
1620031,59,L
1520019,58,L
1620190,58,L
1620041,58,L
1620168,58,L
1620021,58,L
1620244,58,L
1620025,58,L
1620020,58,L
1620171,58,L
1820222,58,L
1620069,58,L
1620028,58,L
1620039,58,L
1620033,58,L
1620013,58,L
1620019,58,L
1620086,58,L
1620206,58,L
1620038,58,L
1720218,58,L
1620014,58,L
1620180,58,L
1620024,58,L
1620195,58,L
1620173,58,L
1620037,58,L
1620026,58,L
1620076,58,L
1620036,58,L
1620031,58,L
1520007,63,L
1520019,63,L
1620023,63,L
1620010,63,L
1620190,63,L
1620041,63,L
1620168,63,L
1620263,63,L
1620021,63,L
1620244,63,L
1620017,63,L
1520053,63,L
1620025,63,L
1620020,63,L
1620073,63,L
1620171,63,L
1620028,63,L
1520079,63,L
1720224,63,L
1520080,63,L
1620067,63,L
1520203,63,L
1520083,63,L
1620039,63,L
1620033,63,L
1620013,63,L
1620019,63,L
1620086,63,L
1520108,63,L
1620206,63,L
1620038,63,L
1620014,63,L
1620180,63,L
1620024,63,L
1620195,63,L
1620173,63,L
1620027,63,L
1620037,63,L
1520198,63,L
1620026,63,L
1620076,63,L
1620036,63,L
1520184,63,L
1620031,63,L
1420062,63,L
1520007,57,L
1520019,57,L
1620023,57,L
1620190,57,L
1620041,57,L
1520030,57,L
1620168,57,L
1620263,57,L
1620021,57,L
1620244,57,L
1620017,57,L
1520053,57,L
1520056,57,L
1620025,57,L
1620020,57,L
1620073,57,L
1620171,57,L
1620069,57,L
1620028,57,L
1520079,57,L
1620243,57,L
1520203,57,L
1520083,57,L
1620039,57,L
1620033,57,L
1620013,57,L
1620019,57,L
1620086,57,L
1620206,57,L
1620038,57,L
1620014,57,L
1620180,57,L
1620024,57,L
1620195,57,L
1620173,57,L
1620027,57,L
1620037,57,L
1520198,57,L
1620026,57,L
1620076,57,L
1620036,57,L
1520191,57,L
1620031,57,L
1520007,67,M
1520020,67,M
1620010,67,M
1520028,67,M
1520030,67,M
1520056,67,M
1520058,67,M
1520068,67,M
1520070,67,M
1720224,67,M
1520203,67,M
1520097,67,M
1520106,67,M
1520130,67,M
1520145,67,M
1520152,67,M
1520153,67,M
1520169,67,M
1520170,67,M
1520189,67,M
1520190,67,M
1520191,67,M
1420062,67,M
1520007,68,M
1520020,68,M
1620010,68,M
1520028,68,M
1420079,68,M
1520056,68,M
1520058,68,M
1620186,68,M
1520068,68,M
1520070,68,M
1520080,68,M
1620232,68,M
1520203,68,M
1520097,68,M
1520106,68,M
1520108,68,M
1520130,68,M
1520145,68,M
1520152,68,M
1520153,68,M
1520169,68,M
1520170,68,M
1520184,68,M
1520189,68,M
1520190,68,M
1520191,68,M
1420070,65,M
1520019,65,M
1520020,65,M
1620010,65,M
1520028,65,M
1520030,65,M
1520058,65,M
1620186,65,M
1520068,65,M
1520070,65,M
1520079,65,M
1520080,65,M
1520097,65,M
1520106,65,M
1520108,65,M
1420151,65,M
1720218,65,M
1520130,65,M
1520145,65,M
1520152,65,M
1420066,65,M
1520198,65,M
1520169,65,M
1520170,65,M
1520184,65,M
1520189,65,M
1520190,65,M
1520153,65,M
1520007,70,M
1520020,70,M
1620010,70,M
1520028,70,M
1520030,70,M
1520058,70,M
1520068,70,M
1520070,70,M
1720224,70,M
1520080,70,M
1620232,70,M
1520203,70,M
1520097,70,M
1520106,70,M
1520108,70,M
1520130,70,M
1520145,70,M
1520152,70,M
1520153,70,M
1520169,70,M
1520170,70,M
1520184,70,M
1520189,70,M
1520190,70,M
1520191,70,M
1520007,69,M
1420070,69,M
1520020,69,M
1620010,69,M
1520028,69,M
1520030,69,M
1420071,69,M
1420072,69,M
1420177,69,M
1520058,69,M
1620186,69,M
1520070,69,M
1520080,69,M
1520097,69,M
1520106,69,M
1520108,69,M
1420151,69,M
1520130,69,M
1520145,69,M
1520152,69,M
1520153,69,M
1520169,69,M
1520170,69,M
1520184,69,M
1520189,69,M
1520190,69,M
1520007,66,M
1520019,66,M
1520020,66,M
1620010,66,M
1520028,66,M
1520030,66,M
1520056,66,M
1520058,66,M
1520068,66,M
1520070,66,M
1720224,66,M
1520080,66,M
1620232,66,M
1520203,66,M
1520097,66,M
1520106,66,M
1520108,66,M
1520130,66,M
1520145,66,M
1520152,66,M
1520153,66,M
1520198,66,M
1520169,66,M
